data_center,tier,array_name,controller_name,array_port_name,switch_name,switch_port
KC1,Tier 1g,KC1P925,CL1,CL1-A,KC2R21,fc4/9
KC1,Tier 1g,KC1P925,CL1,CL1-B,KC2R20,fc4/22
KC1,Tier 1g,KC1P925,CL1,CL1-C,KC2R21,fc3/9
KC1,Tier 1g,KC1P925,CL1,CL1-D,KC2R20,fc3/22
KC1,Tier 1g,KC1P925,CL1,CL1-E,KC2R21,fc2/9
KC1,Tier 1g,KC1P925,CL1,CL1-F,KC2R20,fc12/19
KC1,Tier 1g,KC1P925,CL1,CL1-G,KC2R21,fc1/9
KC1,Tier 1g,KC1P925,CL1,CL1-H,KC2R20,fc9/0
KC1,Tier 1g,KC1P925,CL2,CL2-A,KC2B21,fc4/9
KC1,Tier 1g,KC1P925,CL2,CL2-B,KC2B20,fc4/22
KC1,Tier 1g,KC1P925,CL2,CL2-C,KC2B21,fc3/9
KC1,Tier 1g,KC1P925,CL2,CL2-D,KC2B20,fc3/22
KC1,Tier 1g,KC1P925,CL2,CL2-E,KC2B21,fc2/9
KC1,Tier 1g,KC1P925,CL2,CL2-F,KC2B20,fc12/19
KC1,Tier 1g,KC1P925,CL2,CL2-G,KC2B21,fc1/9
KC1,Tier 1g,KC1P925,CL2,CL2-H,KC2B20,fc9/0
KC1,Tier 1g,KC1P925,CL3,CL3-A,KC1R12,fc12/41
KC1,Tier 1g,KC1P925,CL3,CL3-B,KC1R11,fc1/4
KC1,Tier 1g,KC1P925,CL3,CL3-C,KC1R12,fc10/41
KC1,Tier 1g,KC1P925,CL3,CL3-D,KC1R10,fc8/16
KC1,Tier 1g,KC1P925,CL3,CL3-E,KC1R12,fc11/41
KC1,Tier 1g,KC1P925,CL3,CL3-F,KC1R11,fc2/2
KC1,Tier 1g,KC1P925,CL3,CL3-G,KC1R12,fc9/41
KC1,Tier 1g,KC1P925,CL3,CL3-H,KC1R10,fc7/45
KC1,Tier 1g,KC1P925,CL4,CL4-A,KC1B12,fc12/41
KC1,Tier 1g,KC1P925,CL4,CL4-B,KC1B11,fc1/4
KC1,Tier 1g,KC1P925,CL4,CL4-C,KC1B12,fc10/41
KC1,Tier 1g,KC1P925,CL4,CL4-D,KC1B10,fc8/40
KC1,Tier 1g,KC1P925,CL4,CL4-E,KC1B12,fc11/41
KC1,Tier 1g,KC1P925,CL4,CL4-F,KC1B11,fc2/2
KC1,Tier 1g,KC1P925,CL4,CL4-G,KC1B12,fc9/41
KC1,Tier 1g,KC1P925,CL4,CL4-H,KC1B10,fc7/45
KC1,Tier 1g,KC1P925,CL5,CL5-A,KC2R21,fc1/10
KC1,Tier 1g,KC1P925,CL5,CL5-B,KC1R14,fc1/26
KC1,Tier 1g,KC1P925,CL5,CL5-C,KC2R21,fc2/10
KC1,Tier 1g,KC1P925,CL5,CL5-D,KC2R22,fc1/15
KC1,Tier 1g,KC1P925,CL5,CL5-E,KC2R21,fc3/10
KC1,Tier 1g,KC1P925,CL5,CL5-F,,
KC1,Tier 1g,KC1P925,CL5,CL5-G,KC2R21,fc4/10
KC1,Tier 1g,KC1P925,CL5,CL5-H,KC1R14,fc2/26
KC1,Tier 1g,KC1P925,CL6,CL6-A,KC2B21,fc1/10
KC1,Tier 1g,KC1P925,CL6,CL6-B,KC1B14,fc1/26
KC1,Tier 1g,KC1P925,CL6,CL6-C,KC2B21,fc2/10
KC1,Tier 1g,KC1P925,CL6,CL6-D,KC2B22,fc1/15
KC1,Tier 1g,KC1P925,CL6,CL6-E,KC2B21,fc3/10
KC1,Tier 1g,KC1P925,CL6,CL6-F,,
KC1,Tier 1g,KC1P925,CL6,CL6-G,KC2B21,fc4/10
KC1,Tier 1g,KC1P925,CL6,CL6-H,KC1B14,fc2/26
KC1,Tier 1g,KC1P925,CL7,CL7-A,KC1R12,fc1/33
KC1,Tier 1g,KC1P925,CL7,CL7-B,,
KC1,Tier 1g,KC1P925,CL7,CL7-C,KC1R12,fc2/33
KC1,Tier 1g,KC1P925,CL7,CL7-D,,
KC1,Tier 1g,KC1P925,CL7,CL7-E,KC1R12,fc3/33
KC1,Tier 1g,KC1P925,CL7,CL7-F,KC7R24,fc4/21
KC1,Tier 1g,KC1P925,CL7,CL7-G,KC1R12,fc4/33
KC1,Tier 1g,KC1P925,CL7,CL7-H,,
KC1,Tier 1g,KC1P925,CL8,CL8-A,KC1B12,fc1/33
KC1,Tier 1g,KC1P925,CL8,CL8-B,,
KC1,Tier 1g,KC1P925,CL8,CL8-C,KC1B12,fc2/33
KC1,Tier 1g,KC1P925,CL8,CL8-D,,
KC1,Tier 1g,KC1P925,CL8,CL8-E,KC1B12,fc3/33
KC1,Tier 1g,KC1P925,CL8,CL8-F,KC7B24,fc4/21
KC1,Tier 1g,KC1P925,CL8,CL8-G,KC1B12,fc4/33
KC1,Tier 1g,KC1P925,CL8,CL8-H,,
KC1,Tier 1g,KC1P929,CL1,CL1-A,KC1R12,fc4/9
KC1,Tier 1g,KC1P929,CL1,CL1-B,KC2R20,fc9/18
KC1,Tier 1g,KC1P929,CL1,CL1-C,KC1R12,fc10/9
KC1,Tier 1g,KC1P929,CL1,CL1-D,KC2R20,fc10/27
KC1,Tier 1g,KC1P929,CL1,CL1-E,KC1R12,fc9/9
KC1,Tier 1g,KC1P929,CL1,CL1-F,KC2R20,fc11/27
KC1,Tier 1g,KC1P929,CL1,CL1-G,KC1R12,fc4/27
KC1,Tier 1g,KC1P929,CL1,CL1-H,KC2R20,fc12/43
KC1,Tier 1g,KC1P929,CL2,CL2-A,KC1B12,fc4/9
KC1,Tier 1g,KC1P929,CL2,CL2-B,KC2B20,fc9/18
KC1,Tier 1g,KC1P929,CL2,CL2-C,KC1B12,fc10/9
KC1,Tier 1g,KC1P929,CL2,CL2-D,KC2B20,fc10/27
KC1,Tier 1g,KC1P929,CL2,CL2-E,KC1B12,fc9/9
KC1,Tier 1g,KC1P929,CL2,CL2-F,KC2B20,fc11/27
KC1,Tier 1g,KC1P929,CL2,CL2-G,KC1B12,fc4/27
KC1,Tier 1g,KC1P929,CL2,CL2-H,KC2B20,fc12/43
KC1,Tier 1g,KC1P929,CL3,CL3-A,KC2R21,fc1/46
KC1,Tier 1g,KC1P929,CL3,CL3-B,KC7R24,fc3/21
KC1,Tier 1g,KC1P929,CL3,CL3-C,KC2R21,fc2/46
KC1,Tier 1g,KC1P929,CL3,CL3-D,KC7R24,fc2/21
KC1,Tier 1g,KC1P929,CL3,CL3-E,KC2R21,fc3/46
KC1,Tier 1g,KC1P929,CL3,CL3-F,KC1R12,fc9/27
KC1,Tier 1g,KC1P929,CL3,CL3-G,KC2R21,fc4/46
KC1,Tier 1g,KC1P929,CL3,CL3-H,KC7R24,fc1/21
KC1,Tier 1g,KC1P929,CL4,CL4-A,KC2B21,fc1/46
KC1,Tier 1g,KC1P929,CL4,CL4-B,KC7B24,fc3/21
KC1,Tier 1g,KC1P929,CL4,CL4-C,KC2B21,fc2/46
KC1,Tier 1g,KC1P929,CL4,CL4-D,KC7B24,fc2/21
KC1,Tier 1g,KC1P929,CL4,CL4-E,KC2B21,fc3/46
KC1,Tier 1g,KC1P929,CL4,CL4-F,KC1B12,fc9/27
KC1,Tier 1g,KC1P929,CL4,CL4-G,KC2B21,fc4/46
KC1,Tier 1g,KC1P929,CL4,CL4-H,KC7B24,fc1/21
KC1,Tier 1g,KC1P929,CL5,CL5-A,KC2R20,fc1/30
KC1,Tier 1g,KC1P929,CL5,CL5-B,KC2R22,fc1/4
KC1,Tier 1g,KC1P929,CL5,CL5-C,KC2R20,fc2/30
KC1,Tier 1g,KC1P929,CL5,CL5-D,KC1R11,fc2/42
KC1,Tier 1g,KC1P929,CL5,CL5-E,KC2R20,fc3/36
KC1,Tier 1g,KC1P929,CL5,CL5-F,KC2R21,fc9/42
KC1,Tier 1g,KC1P929,CL5,CL5-G,KC2R20,fc4/36
KC1,Tier 1g,KC1P929,CL5,CL5-H,KC1R13,fc2/31
KC1,Tier 1g,KC1P929,CL6,CL6-A,KC2B20,fc1/30
KC1,Tier 1g,KC1P929,CL6,CL6-B,KC2B22,fc1/4
KC1,Tier 1g,KC1P929,CL6,CL6-C,KC2B20,fc2/30
KC1,Tier 1g,KC1P929,CL6,CL6-D,KC1B11,fc2/42
KC1,Tier 1g,KC1P929,CL6,CL6-E,KC2B20,fc3/36
KC1,Tier 1g,KC1P929,CL6,CL6-F,KC2B21,fc9/42
KC1,Tier 1g,KC1P929,CL6,CL6-G,KC2B20,fc4/36
KC1,Tier 1g,KC1P929,CL6,CL6-H,KC1B13,fc2/31
KC1,Tier 1g,KC1P929,CL7,CL7-A,KC2R21,fc1/41
KC1,Tier 1g,KC1P929,CL7,CL7-B,KC1R10,fc8/3
KC1,Tier 1g,KC1P929,CL7,CL7-C,KC2R22,fc7/33
KC1,Tier 1g,KC1P929,CL7,CL7-D,KC1R10,fc1/4
KC1,Tier 1g,KC1P929,CL7,CL7-E,KC1R12,fc12/30
KC1,Tier 1g,KC1P929,CL7,CL7-F,,
KC1,Tier 1g,KC1P929,CL7,CL7-G,,
KC1,Tier 1g,KC1P929,CL7,CL7-H,KC1R12,fc4/29
KC1,Tier 1g,KC1P929,CL8,CL8-A,KC2B21,fc1/41
KC1,Tier 1g,KC1P929,CL8,CL8-B,KC1B10,fc8/3
KC1,Tier 1g,KC1P929,CL8,CL8-C,KC2B22,fc7/33
KC1,Tier 1g,KC1P929,CL8,CL8-D,KC1B10,fc1/4
KC1,Tier 1g,KC1P929,CL8,CL8-E,KC1B12,fc12/30
KC1,Tier 1g,KC1P929,CL8,CL8-F,,
KC1,Tier 1g,KC1P929,CL8,CL8-G,,
KC1,Tier 1g,KC1P929,CL8,CL8-H,KC1B12,fc4/29
KC1,Tier 1g,KC1P942,CL1,CL1-A,KC1R10,fc2/4
KC1,Tier 1g,KC1P942,CL1,CL1-B,KC1R11,fc7/43
KC1,Tier 1g,KC1P942,CL1,CL1-C,KC1R12,fc4/38
KC1,Tier 1g,KC1P942,CL1,CL1-D,KC1R12,fc9/24
KC1,Tier 1g,KC1P942,CL1,CL1-E,KC1R12,fc12/0
KC1,Tier 1g,KC1P942,CL1,CL1-F,KC2R20,fc1/38
KC1,Tier 1g,KC1P942,CL1,CL1-G,KC2R20,fc3/38
KC1,Tier 1g,KC1P942,CL1,CL1-H,KC2R20,fc9/1
KC1,Tier 1g,KC1P942,CL2,CL2-A,KC1B10,fc2/4
KC1,Tier 1g,KC1P942,CL2,CL2-B,KC1B11,fc7/43
KC1,Tier 1g,KC1P942,CL2,CL2-C,KC1B12,fc4/38
KC1,Tier 1g,KC1P942,CL2,CL2-D,KC1B12,fc9/24
KC1,Tier 1g,KC1P942,CL2,CL2-E,KC1B12,fc12/0
KC1,Tier 1g,KC1P942,CL2,CL2-F,KC2B20,fc1/38
KC1,Tier 1g,KC1P942,CL2,CL2-G,KC2B20,fc3/38
KC1,Tier 1g,KC1P942,CL2,CL2-H,KC2B20,fc9/1
KC1,Tier 1g,KC1P942,CL3,CL3-A,KC2R20,fc10/4
KC1,Tier 1g,KC1P942,CL3,CL3-B,KC2R21,fc1/38
KC1,Tier 1g,KC1P942,CL3,CL3-C,KC2R21,fc2/38
KC1,Tier 1g,KC1P942,CL3,CL3-D,KC2R21,fc3/38
KC1,Tier 1g,KC1P942,CL3,CL3-E,KC2R21,fc4/38
KC1,Tier 1g,KC1P942,CL3,CL3-F,KC1R15,fc1/4
KC1,Tier 1g,KC1P942,CL3,CL3-G,KC1R15,fc2/4
KC1,Tier 1g,KC1P942,CL3,CL3-H,,
KC1,Tier 1g,KC1P942,CL4,CL4-A,KC2B20,fc10/4
KC1,Tier 1g,KC1P942,CL4,CL4-B,KC2B21,fc1/38
KC1,Tier 1g,KC1P942,CL4,CL4-C,KC2B21,fc2/38
KC1,Tier 1g,KC1P942,CL4,CL4-D,KC2B21,fc3/38
KC1,Tier 1g,KC1P942,CL4,CL4-E,KC2B21,fc4/38
KC1,Tier 1g,KC1P942,CL4,CL4-F,KC1B15,fc1/4
KC1,Tier 1g,KC1P942,CL4,CL4-G,KC1B15,fc2/4
KC1,Tier 1g,KC1P942,CL4,CL4-H,,
KC1,Tier 1g,KC1P942,CL5,CL5-A,KC2R22,fc2/0
KC1,Tier 1g,KC1P942,CL5,CL5-B,,
KC1,Tier 1g,KC1P942,CL5,CL5-C,,
KC1,Tier 1g,KC1P942,CL5,CL5-D,,
KC1,Tier 1g,KC1P942,CL5,CL5-E,,
KC1,Tier 1g,KC1P942,CL5,CL5-F,,
KC1,Tier 1g,KC1P942,CL5,CL5-G,,
KC1,Tier 1g,KC1P942,CL5,CL5-H,,
KC1,Tier 1g,KC1P942,CL6,CL6-A,KC2B22,fc2/0
KC1,Tier 1g,KC1P942,CL6,CL6-B,,
KC1,Tier 1g,KC1P942,CL6,CL6-C,,
KC1,Tier 1g,KC1P942,CL6,CL6-D,,
KC1,Tier 1g,KC1P942,CL6,CL6-E,,
KC1,Tier 1g,KC1P942,CL6,CL6-F,,
KC1,Tier 1g,KC1P942,CL6,CL6-G,,
KC1,Tier 1g,KC1P942,CL6,CL6-H,,
KC1,Tier 1g,KC1P942,CL7,CL7-A,,
KC1,Tier 1g,KC1P942,CL7,CL7-B,,
KC1,Tier 1g,KC1P942,CL7,CL7-C,,
KC1,Tier 1g,KC1P942,CL7,CL7-D,,
KC1,Tier 1g,KC1P942,CL7,CL7-E,,
KC1,Tier 1g,KC1P942,CL7,CL7-F,KC1R12,fc10/22
KC1,Tier 1g,KC1P942,CL7,CL7-G,,
KC1,Tier 1g,KC1P942,CL7,CL7-H,,
KC1,Tier 1g,KC1P942,CL8,CL8-A,,
KC1,Tier 1g,KC1P942,CL8,CL8-B,,
KC1,Tier 1g,KC1P942,CL8,CL8-C,,
KC1,Tier 1g,KC1P942,CL8,CL8-D,,
KC1,Tier 1g,KC1P942,CL8,CL8-E,,
KC1,Tier 1g,KC1P942,CL8,CL8-F,KC1B12,fc10/22
KC1,Tier 1g,KC1P942,CL8,CL8-G,,
KC1,Tier 1g,KC1P942,CL8,CL8-H,,
KC1,Tier 1g,KC1P944,CL1,CL1-A,KC1R10,fc7/1
KC1,Tier 1g,KC1P944,CL1,CL1-B,KC1R10,fc8/1
KC1,Tier 1g,KC1P944,CL1,CL1-C,KC1R10,fc1/24
KC1,Tier 1g,KC1P944,CL1,CL1-D,KC1R12,fc2/11
KC1,Tier 1g,KC1P944,CL1,CL1-E,KC1R11,fc1/16
KC1,Tier 1g,KC1P944,CL1,CL1-F,KC1R11,fc2/15
KC1,Tier 1g,KC1P944,CL1,CL1-G,KC1R11,fc7/17
KC1,Tier 1g,KC1P944,CL1,CL1-H,KC1R11,fc8/20
KC1,Tier 1g,KC1P944,CL2,CL2-A,KC1B10,fc7/1
KC1,Tier 1g,KC1P944,CL2,CL2-B,KC1B10,fc8/1
KC1,Tier 1g,KC1P944,CL2,CL2-C,KC1B10,fc1/24
KC1,Tier 1g,KC1P944,CL2,CL2-D,KC1B12,fc2/11
KC1,Tier 1g,KC1P944,CL2,CL2-E,KC1B11,fc1/16
KC1,Tier 1g,KC1P944,CL2,CL2-F,KC1B11,fc2/15
KC1,Tier 1g,KC1P944,CL2,CL2-G,KC1B11,fc7/17
KC1,Tier 1g,KC1P944,CL2,CL2-H,KC1B11,fc8/20
KC1,Tier 1g,KC1P944,CL3,CL3-A,KC1R12,fc3/11
KC1,Tier 1g,KC1P944,CL3,CL3-B,,
KC1,Tier 1g,KC1P944,CL3,CL3-C,KC1R12,fc4/20
KC1,Tier 1g,KC1P944,CL3,CL3-D,,
KC1,Tier 1g,KC1P944,CL3,CL3-E,KC1R12,fc9/20
KC1,Tier 1g,KC1P944,CL3,CL3-F,,
KC1,Tier 1g,KC1P944,CL3,CL3-G,,
KC1,Tier 1g,KC1P944,CL3,CL3-H,,
KC1,Tier 1g,KC1P944,CL4,CL4-A,KC1B12,fc3/11
KC1,Tier 1g,KC1P944,CL4,CL4-B,,
KC1,Tier 1g,KC1P944,CL4,CL4-C,KC1B12,fc4/20
KC1,Tier 1g,KC1P944,CL4,CL4-D,,
KC1,Tier 1g,KC1P944,CL4,CL4-E,KC1B12,fc9/20
KC1,Tier 1g,KC1P944,CL4,CL4-F,,
KC1,Tier 1g,KC1P944,CL4,CL4-G,,
KC1,Tier 1g,KC1P944,CL4,CL4-H,,
KC1,Tier 1g,KC1P944,CL5,CL5-A,,
KC1,Tier 1g,KC1P944,CL5,CL5-B,,
KC1,Tier 1g,KC1P944,CL5,CL5-C,,
KC1,Tier 1g,KC1P944,CL5,CL5-D,,
KC1,Tier 1g,KC1P944,CL5,CL5-E,,
KC1,Tier 1g,KC1P944,CL5,CL5-F,,
KC1,Tier 1g,KC1P944,CL5,CL5-G,,
KC1,Tier 1g,KC1P944,CL5,CL5-H,,
KC1,Tier 1g,KC1P944,CL6,CL6-A,,
KC1,Tier 1g,KC1P944,CL6,CL6-B,,
KC1,Tier 1g,KC1P944,CL6,CL6-C,,
KC1,Tier 1g,KC1P944,CL6,CL6-D,,
KC1,Tier 1g,KC1P944,CL6,CL6-E,,
KC1,Tier 1g,KC1P944,CL6,CL6-F,,
KC1,Tier 1g,KC1P944,CL6,CL6-G,,
KC1,Tier 1g,KC1P944,CL6,CL6-H,,
KC1,Tier 1g,KC1P944,CL7,CL7-A,,
KC1,Tier 1g,KC1P944,CL7,CL7-B,,
KC1,Tier 1g,KC1P944,CL7,CL7-C,,
KC1,Tier 1g,KC1P944,CL7,CL7-D,,
KC1,Tier 1g,KC1P944,CL7,CL7-E,,
KC1,Tier 1g,KC1P944,CL7,CL7-F,,
KC1,Tier 1g,KC1P944,CL7,CL7-G,,
KC1,Tier 1g,KC1P944,CL7,CL7-H,KC1R10,fc2/6
KC1,Tier 1g,KC1P944,CL8,CL8-A,,
KC1,Tier 1g,KC1P944,CL8,CL8-B,,
KC1,Tier 1g,KC1P944,CL8,CL8-C,,
KC1,Tier 1g,KC1P944,CL8,CL8-D,,
KC1,Tier 1g,KC1P944,CL8,CL8-E,,
KC1,Tier 1g,KC1P944,CL8,CL8-F,,
KC1,Tier 1g,KC1P944,CL8,CL8-G,,
KC1,Tier 1g,KC1P944,CL8,CL8-H,KC1B10,fc2/6
KC1,Tier 1g,KC1P949,CL1,CL1-A,KC1R12,fc1/46
KC1,Tier 1g,KC1P949,CL1,CL1-B,KC1R12,fc2/46
KC1,Tier 1g,KC1P949,CL1,CL1-C,KC1R12,fc3/46
KC1,Tier 1g,KC1P949,CL1,CL1-D,KC1R10,fc8/2
KC1,Tier 1g,KC1P949,CL1,CL1-E,KC1R11,fc1/43
KC1,Tier 1g,KC1P949,CL1,CL1-F,KC1R11,fc2/21
KC1,Tier 1g,KC1P949,CL1,CL1-G,KC1R11,fc7/1
KC1,Tier 1g,KC1P949,CL1,CL1-H,KC1R10,fc7/6
KC1,Tier 1g,KC1P949,CL2,CL2-A,KC1B12,fc1/46
KC1,Tier 1g,KC1P949,CL2,CL2-B,KC1B12,fc2/46
KC1,Tier 1g,KC1P949,CL2,CL2-C,KC1B12,fc3/46
KC1,Tier 1g,KC1P949,CL2,CL2-D,KC1B10,fc8/2
KC1,Tier 1g,KC1P949,CL2,CL2-E,KC1B11,fc1/43
KC1,Tier 1g,KC1P949,CL2,CL2-F,KC1B11,fc2/21
KC1,Tier 1g,KC1P949,CL2,CL2-G,KC1B11,fc7/1
KC1,Tier 1g,KC1P949,CL2,CL2-H,KC1B10,fc7/6
KC1,Tier 1g,KC1P949,CL3,CL3-A,KC2R84,fc7/10
KC1,Tier 1g,KC1P949,CL3,CL3-B,KC1R15,fc1/10
KC1,Tier 1g,KC1P949,CL3,CL3-C,KC1R12,fc1/5
KC1,Tier 1g,KC1P949,CL3,CL3-D,KC2R84,fc8/10
KC1,Tier 1g,KC1P949,CL3,CL3-E,,
KC1,Tier 1g,KC1P949,CL3,CL3-F,,
KC1,Tier 1g,KC1P949,CL3,CL3-G,KC1R12,fc2/15
KC1,Tier 1g,KC1P949,CL3,CL3-H,,
KC1,Tier 1g,KC1P949,CL4,CL4-A,KC2B84,fc7/10
KC1,Tier 1g,KC1P949,CL4,CL4-B,KC1B15,fc1/10
KC1,Tier 1g,KC1P949,CL4,CL4-C,KC1B12,fc1/5
KC1,Tier 1g,KC1P949,CL4,CL4-D,KC2B84,fc8/10
KC1,Tier 1g,KC1P949,CL4,CL4-E,,
KC1,Tier 1g,KC1P949,CL4,CL4-F,,
KC1,Tier 1g,KC1P949,CL4,CL4-G,KC1B12,fc2/15
KC1,Tier 1g,KC1P949,CL4,CL4-H,,
KC1,Tier 1g,KC1P949,CL5,CL5-A,KC2R23,fc2/36
KC1,Tier 1g,KC1P949,CL5,CL5-B,,
KC1,Tier 1g,KC1P949,CL5,CL5-C,KC2R23,fc7/36
KC1,Tier 1g,KC1P949,CL5,CL5-D,,
KC1,Tier 1g,KC1P949,CL5,CL5-E,KC2R23,fc8/36
KC1,Tier 1g,KC1P949,CL5,CL5-F,,
KC1,Tier 1g,KC1P949,CL5,CL5-G,KC2R23,fc8/40
KC1,Tier 1g,KC1P949,CL5,CL5-H,KC1R15,fc2/10
KC1,Tier 1g,KC1P949,CL6,CL6-A,KC2B23,fc2/36
KC1,Tier 1g,KC1P949,CL6,CL6-B,,
KC1,Tier 1g,KC1P949,CL6,CL6-C,KC2B23,fc7/36
KC1,Tier 1g,KC1P949,CL6,CL6-D,,
KC1,Tier 1g,KC1P949,CL6,CL6-E,KC2B23,fc8/36
KC1,Tier 1g,KC1P949,CL6,CL6-F,,
KC1,Tier 1g,KC1P949,CL6,CL6-G,KC2B23,fc8/40
KC1,Tier 1g,KC1P949,CL6,CL6-H,KC1B15,fc2/10
KC1,Tier 1g,KC1P949,CL7,CL7-A,,
KC1,Tier 1g,KC1P949,CL7,CL7-B,,
KC1,Tier 1g,KC1P949,CL7,CL7-C,,
KC1,Tier 1g,KC1P949,CL7,CL7-D,,
KC1,Tier 1g,KC1P949,CL7,CL7-E,,
KC1,Tier 1g,KC1P949,CL7,CL7-F,KC1R10,fc7/38
KC1,Tier 1g,KC1P949,CL7,CL7-G,,
KC1,Tier 1g,KC1P949,CL7,CL7-H,KC1R12,fc4/46
KC1,Tier 1g,KC1P949,CL8,CL8-A,,
KC1,Tier 1g,KC1P949,CL8,CL8-B,,
KC1,Tier 1g,KC1P949,CL8,CL8-C,,
KC1,Tier 1g,KC1P949,CL8,CL8-D,,
KC1,Tier 1g,KC1P949,CL8,CL8-E,,
KC1,Tier 1g,KC1P949,CL8,CL8-F,KC1B10,fc7/38
KC1,Tier 1g,KC1P949,CL8,CL8-G,,
KC1,Tier 1g,KC1P949,CL8,CL8-H,KC1B12,fc4/46
KC1,Tier 1g,KC1P956,CL1,CL1-A,KC1R10,fc8/0
KC1,Tier 1g,KC1P956,CL1,CL1-B,KC7R24,fc1/1
KC1,Tier 1g,KC1P956,CL1,CL1-C,KC1R10,fc7/5
KC1,Tier 1g,KC1P956,CL1,CL1-D,KC1R11,fc1/44
KC1,Tier 1g,KC1P956,CL1,CL1-E,KC1R11,fc2/44
KC1,Tier 1g,KC1P956,CL1,CL1-F,KC1R14,fc2/21
KC1,Tier 1g,KC1P956,CL1,CL1-G,KC1R11,fc7/19
KC1,Tier 1g,KC1P956,CL1,CL1-H,KC7R24,fc2/1
KC1,Tier 1g,KC1P956,CL2,CL2-A,KC1B10,fc8/0
KC1,Tier 1g,KC1P956,CL2,CL2-B,KC7B24,fc1/1
KC1,Tier 1g,KC1P956,CL2,CL2-C,KC1B10,fc7/5
KC1,Tier 1g,KC1P956,CL2,CL2-D,KC1B11,fc1/44
KC1,Tier 1g,KC1P956,CL2,CL2-E,KC1B11,fc2/44
KC1,Tier 1g,KC1P956,CL2,CL2-F,KC1B14,fc2/21
KC1,Tier 1g,KC1P956,CL2,CL2-G,KC1B11,fc7/19
KC1,Tier 1g,KC1P956,CL2,CL2-H,KC7B24,fc2/1
KC1,Tier 1g,KC1P956,CL3,CL3-A,,
KC1,Tier 1g,KC1P956,CL3,CL3-B,,
KC1,Tier 1g,KC1P956,CL3,CL3-C,,
KC1,Tier 1g,KC1P956,CL3,CL3-D,,
KC1,Tier 1g,KC1P956,CL3,CL3-E,,
KC1,Tier 1g,KC1P956,CL3,CL3-F,,
KC1,Tier 1g,KC1P956,CL3,CL3-G,,
KC1,Tier 1g,KC1P956,CL3,CL3-H,,
KC1,Tier 1g,KC1P956,CL4,CL4-A,,
KC1,Tier 1g,KC1P956,CL4,CL4-B,,
KC1,Tier 1g,KC1P956,CL4,CL4-C,,
KC1,Tier 1g,KC1P956,CL4,CL4-D,,
KC1,Tier 1g,KC1P956,CL4,CL4-E,,
KC1,Tier 1g,KC1P956,CL4,CL4-F,,
KC1,Tier 1g,KC1P956,CL4,CL4-G,,
KC1,Tier 1g,KC1P956,CL4,CL4-H,,
KC1,Tier 1g,KC1P956,CL5,CL5-A,,
KC1,Tier 1g,KC1P956,CL5,CL5-B,,
KC1,Tier 1g,KC1P956,CL5,CL5-C,,
KC1,Tier 1g,KC1P956,CL5,CL5-D,,
KC1,Tier 1g,KC1P956,CL5,CL5-E,,
KC1,Tier 1g,KC1P956,CL5,CL5-F,,
KC1,Tier 1g,KC1P956,CL5,CL5-G,,
KC1,Tier 1g,KC1P956,CL5,CL5-H,,
KC1,Tier 1g,KC1P956,CL6,CL6-A,,
KC1,Tier 1g,KC1P956,CL6,CL6-B,,
KC1,Tier 1g,KC1P956,CL6,CL6-C,,
KC1,Tier 1g,KC1P956,CL6,CL6-D,,
KC1,Tier 1g,KC1P956,CL6,CL6-E,,
KC1,Tier 1g,KC1P956,CL6,CL6-F,,
KC1,Tier 1g,KC1P956,CL6,CL6-G,,
KC1,Tier 1g,KC1P956,CL6,CL6-H,,
KC1,Tier 1g,KC1P956,CL7,CL7-A,,
KC1,Tier 1g,KC1P956,CL7,CL7-B,,
KC1,Tier 1g,KC1P956,CL7,CL7-C,,
KC1,Tier 1g,KC1P956,CL7,CL7-D,,
KC1,Tier 1g,KC1P956,CL7,CL7-E,,
KC1,Tier 1g,KC1P956,CL7,CL7-F,KC1R12,fc3/41
KC1,Tier 1g,KC1P956,CL7,CL7-G,,
KC1,Tier 1g,KC1P956,CL7,CL7-H,KC1R12,fc11/23
KC1,Tier 1g,KC1P956,CL8,CL8-A,,
KC1,Tier 1g,KC1P956,CL8,CL8-B,,
KC1,Tier 1g,KC1P956,CL8,CL8-C,,
KC1,Tier 1g,KC1P956,CL8,CL8-D,,
KC1,Tier 1g,KC1P956,CL8,CL8-E,,
KC1,Tier 1g,KC1P956,CL8,CL8-F,KC1B12,fc3/41
KC1,Tier 1g,KC1P956,CL8,CL8-G,,
KC1,Tier 1g,KC1P956,CL8,CL8-H,KC1B12,fc11/23
KC1,Tier 1g,KC1P958,CL1,CL1-A,KC1R10,fc1/3
KC1,Tier 1g,KC1P958,CL1,CL1-B,KC1R10,fc8/5
KC1,Tier 1g,KC1P958,CL1,CL1-C,KC1R10,fc2/22
KC1,Tier 1g,KC1P958,CL1,CL1-D,KC1R11,fc1/41
KC1,Tier 1g,KC1P958,CL1,CL1-E,KC1R11,fc2/43
KC1,Tier 1g,KC1P958,CL1,CL1-F,KC1R13,fc2/2
KC1,Tier 1g,KC1P958,CL1,CL1-G,KC1R12,fc11/25
KC1,Tier 1g,KC1P958,CL1,CL1-H,KC1R12,fc10/0
KC1,Tier 1g,KC1P958,CL2,CL2-A,KC1B10,fc1/3
KC1,Tier 1g,KC1P958,CL2,CL2-B,KC1B10,fc8/5
KC1,Tier 1g,KC1P958,CL2,CL2-C,KC1B10,fc2/22
KC1,Tier 1g,KC1P958,CL2,CL2-D,KC1B11,fc1/41
