data_center,tier,array_name,controller_name,array_port_name,switch_name,switch_port
KC1,Tier 2g,KC1T2G155,,0:00:01,,
KC1,Tier 2g,KC1T2G155,,0:00:02,,
KC1,Tier 2g,KC1T2G155,,1:00:01,,
KC1,Tier 2g,KC1T2G155,,1:00:02,,
KC1,Tier 2g,KC1T2G155,,2:00:01,,
KC1,Tier 2g,KC1T2G155,,2:00:02,,
KC1,Tier 2g,KC1T2G155,,3:00:01,,
KC1,Tier 2g,KC1T2G155,,3:00:02,,
KC1,Tier 2g,KC1T2G172,,0:00:01,KC1B10,fc8/7
KC1,Tier 2g,KC1T2G172,,0:00:02,KC1R10,fc7/7
KC1,Tier 2g,KC1T2G172,,0:02:01,KC1R11,fc8/47
KC1,Tier 2g,KC1T2G172,,0:02:02,KC1B11,fc7/47
KC1,Tier 2g,KC1T2G172,,0:02:03,KC1R12,fc2/0
KC1,Tier 2g,KC1T2G172,,0:02:04,KC1B12,fc1/0
KC1,Tier 2g,KC1T2G172,,1:00:01,KC1B10,fc7/7
KC1,Tier 2g,KC1T2G172,,1:00:02,KC1R10,fc8/7
KC1,Tier 2g,KC1T2G172,,1:02:01,KC1R11,fc7/47
KC1,Tier 2g,KC1T2G172,,1:02:02,KC1B11,fc8/47
KC1,Tier 2g,KC1T2G172,,1:02:03,KC1R12,fc1/0
KC1,Tier 2g,KC1T2G172,,1:02:04,KC1B12,fc2/0
KC1,Tier 2g,KC1T2G172,,2:00:01,,
KC1,Tier 2g,KC1T2G172,,2:00:02,,
KC1,Tier 2g,KC1T2G172,,2:02:01,KC1R14,fc8/9
KC1,Tier 2g,KC1T2G172,,2:02:02,KC1B14,fc7/9
KC1,Tier 2g,KC1T2G172,,2:02:04,KC1B15,fc8/30
KC1,Tier 2g,KC1T2G172,,3:00:01,,
KC1,Tier 2g,KC1T2G172,,3:00:02,,
KC1,Tier 2g,KC1T2G172,,3:02:01,KC1R14,fc7/9
KC1,Tier 2g,KC1T2G172,,3:02:02,KC1B14,fc8/9
KC1,Tier 2g,KC1T2G172,,3:02:03,KC1R15,fc8/30
KC1,Tier 2g,KC1T2G172,,2:02:03,KC1R15,fc8/31
KC1,Tier 2g,KC1T2G172,,3:02:04,KC1B15,fc8/31
KC1,Tier 2g,KC1T2G172,,0:01:01,,
KC1,Tier 2g,KC1T2G172,,0:01:02,,
KC1,Tier 2g,KC1T2G172,,1:01:01,,
KC1,Tier 2g,KC1T2G172,,1:01:02,,
KC1,Tier 2g,KC1T2G172,,2:01:01,,
KC1,Tier 2g,KC1T2G172,,2:01:02,,
KC1,Tier 2g,KC1T2G172,,3:01:01,,
KC1,Tier 2g,KC1T2G172,,3:01:02,,
KC1,Tier 2g,KC1T2G201,,0:00:01,KC1B10,fc8/18
KC1,Tier 2g,KC1T2G201,,0:00:02,KC1R10,fc7/18
KC1,Tier 2g,KC1T2G201,,0:02:01,KC1R11,fc8/3
KC1,Tier 2g,KC1T2G201,,0:02:02,KC1B11,fc7/3
KC1,Tier 2g,KC1T2G201,,0:02:03,KC1R12,fc10/11
KC1,Tier 2g,KC1T2G201,,0:02:04,KC1B12,fc9/11
KC1,Tier 2g,KC1T2G201,,1:00:01,KC1B10,fc7/18
KC1,Tier 2g,KC1T2G201,,1:00:02,KC1R10,fc8/18
KC1,Tier 2g,KC1T2G201,,1:02:01,KC1R11,fc7/3
KC1,Tier 2g,KC1T2G201,,1:02:02,KC1B11,fc8/3
KC1,Tier 2g,KC1T2G201,,1:02:03,KC1R12,fc9/11
KC1,Tier 2g,KC1T2G201,,1:02:04,KC1B12,fc10/11
KC1,Tier 2g,KC1T2G201,,2:00:01,KC1B13,fc8/16
KC1,Tier 2g,KC1T2G201,,2:00:02,KC1R13,fc7/16
KC1,Tier 2g,KC1T2G201,,2:02:01,KC1R14,fc8/19
KC1,Tier 2g,KC1T2G201,,2:02:02,KC1B14,fc7/19
KC1,Tier 2g,KC1T2G201,,2:02:04,KC1B15,fc8/28
KC1,Tier 2g,KC1T2G201,,3:00:01,KC1B13,fc7/16
KC1,Tier 2g,KC1T2G201,,3:00:02,KC1R13,fc8/16
KC1,Tier 2g,KC1T2G201,,3:02:01,KC1R14,fc7/19
KC1,Tier 2g,KC1T2G201,,3:02:02,KC1B14,fc8/19
KC1,Tier 2g,KC1T2G201,,3:02:03,KC1R15,fc8/28
KC1,Tier 2g,KC1T2G201,,2:02:03,KC1R15,fc8/29
KC1,Tier 2g,KC1T2G201,,3:02:04,KC1B15,fc8/29
KC1,Tier 2g,KC1T2G201,,0:01:01,,
KC1,Tier 2g,KC1T2G201,,0:01:02,,
KC1,Tier 2g,KC1T2G201,,1:01:01,,
KC1,Tier 2g,KC1T2G201,,1:01:02,,
KC1,Tier 2g,KC1T2G201,,2:01:01,,
KC1,Tier 2g,KC1T2G201,,2:01:02,,
KC1,Tier 2g,KC1T2G201,,3:01:01,,
KC1,Tier 2g,KC1T2G201,,3:01:02,,
KC1,Tier 0s,KC1T0S215,,0:00:01,KC1R13,fc2/37
KC1,Tier 0s,KC1T0S215,,0:00:03,KC1R13,fc7/32
KC1,Tier 0s,KC1T0S215,,0:00:04,KC1R10,fc7/20
KC1,Tier 0s,KC1T0S215,,0:03:01,KC1R12,fc1/31
KC1,Tier 0s,KC1T0S215,,0:03:02,KC1R12,fc1/7
KC1,Tier 0s,KC1T0S215,,0:03:03,KC1R12,fc1/27
KC1,Tier 0s,KC1T0S215,,0:03:04,KC1R14,fc7/30
KC1,Tier 0s,KC1T0S215,,0:04:01,,
KC1,Tier 0s,KC1T0S215,,0:04:02,,
KC1,Tier 0s,KC1T0S215,,0:04:03,KC1R13,fc7/41
KC1,Tier 0s,KC1T0S215,,0:04:04,KC1R12,fc10/24
KC1,Tier 0s,KC1T0S215,,0:05:01,,
KC1,Tier 0s,KC1T0S215,,0:05:02,,
KC1,Tier 0s,KC1T0S215,,0:05:03,,
KC1,Tier 0s,KC1T0S215,,0:05:04,KC1R15,fc1/2
KC1,Tier 0s,KC1T0S215,,0:06:01,,
KC1,Tier 0s,KC1T0S215,,0:06:02,,
KC1,Tier 0s,KC1T0S215,,0:06:03,,
KC1,Tier 0s,KC1T0S215,,0:06:04,KC1R15,fc7/2
KC1,Tier 0s,KC1T0S215,,1:00:01,,
KC1,Tier 0s,KC1T0S215,,1:00:03,KC1R13,fc8/32
KC1,Tier 0s,KC1T0S215,,1:00:04,KC1R10,fc8/20
KC1,Tier 0s,KC1T0S215,,1:03:01,KC1R12,fc3/47
KC1,Tier 0s,KC1T0S215,,1:03:02,KC1R12,fc4/47
KC1,Tier 0s,KC1T0S215,,1:03:03,KC1R12,fc2/27
KC1,Tier 0s,KC1T0S215,,1:03:04,KC1R14,fc8/30
KC1,Tier 0s,KC1T0S215,,1:04:01,,
KC1,Tier 0s,KC1T0S215,,1:04:02,,
KC1,Tier 0s,KC1T0S215,,1:04:03,KC1R13,fc8/10
KC1,Tier 0s,KC1T0S215,,1:04:04,KC1R12,fc12/5
KC1,Tier 0s,KC1T0S215,,1:05:01,,
KC1,Tier 0s,KC1T0S215,,1:05:02,,
KC1,Tier 0s,KC1T0S215,,1:05:03,,
KC1,Tier 0s,KC1T0S215,,1:05:04,KC1R15,fc2/2
KC1,Tier 0s,KC1T0S215,,1:06:01,,
KC1,Tier 0s,KC1T0S215,,1:06:02,,
KC1,Tier 0s,KC1T0S215,,1:06:03,,
KC1,Tier 0s,KC1T0S215,,1:06:04,KC1R15,fc8/2
KC1,Tier 0s,KC1T0S215,,2:00:01,KC1B13,fc2/37
KC1,Tier 0s,KC1T0S215,,2:00:02,KC1R15,fc8/35
KC1,Tier 0s,KC1T0S215,,2:00:03,KC1B13,fc7/32
KC1,Tier 0s,KC1T0S215,,2:00:04,KC1B10,fc7/20
KC1,Tier 0s,KC1T0S215,,2:03:01,KC1B12,fc1/31
KC1,Tier 0s,KC1T0S215,,2:03:02,KC1B12,fc1/7
KC1,Tier 0s,KC1T0S215,,2:03:03,KC1B12,fc1/27
KC1,Tier 0s,KC1T0S215,,2:03:04,KC1B14,fc7/30
KC1,Tier 0s,KC1T0S215,,2:04:01,,
KC1,Tier 0s,KC1T0S215,,2:04:02,,
KC1,Tier 0s,KC1T0S215,,2:04:03,KC1B13,fc7/41
KC1,Tier 0s,KC1T0S215,,2:04:04,KC1B12,fc10/24
KC1,Tier 0s,KC1T0S215,,2:05:01,,
KC1,Tier 0s,KC1T0S215,,2:05:02,,
KC1,Tier 0s,KC1T0S215,,2:05:03,,
KC1,Tier 0s,KC1T0S215,,2:05:04,KC1B15,fc1/2
KC1,Tier 0s,KC1T0S215,,2:06:01,,
KC1,Tier 0s,KC1T0S215,,2:06:02,,
KC1,Tier 0s,KC1T0S215,,2:06:03,,
KC1,Tier 0s,KC1T0S215,,2:06:04,KC1B15,fc7/2
KC1,Tier 0s,KC1T0S215,,3:00:01,,
KC1,Tier 0s,KC1T0S215,,3:00:02,KC1B15,fc8/35
KC1,Tier 0s,KC1T0S215,,3:00:03,KC1B13,fc8/32
KC1,Tier 0s,KC1T0S215,,3:00:04,KC1B10,fc8/20
KC1,Tier 0s,KC1T0S215,,3:03:01,KC1B12,fc3/47
KC1,Tier 0s,KC1T0S215,,3:03:02,KC1B12,fc4/47
KC1,Tier 0s,KC1T0S215,,3:03:03,KC1B12,fc2/27
KC1,Tier 0s,KC1T0S215,,3:03:04,KC1B14,fc8/30
KC1,Tier 0s,KC1T0S215,,3:04:01,,
KC1,Tier 0s,KC1T0S215,,3:04:02,,
KC1,Tier 0s,KC1T0S215,,3:04:03,KC1B13,fc8/10
KC1,Tier 0s,KC1T0S215,,3:04:04,KC1B12,fc12/5
KC1,Tier 0s,KC1T0S215,,3:05:01,,
KC1,Tier 0s,KC1T0S215,,3:05:02,,
KC1,Tier 0s,KC1T0S215,,3:05:03,,
KC1,Tier 0s,KC1T0S215,,3:05:04,KC1B15,fc2/2
KC1,Tier 0s,KC1T0S215,,3:06:01,,
KC1,Tier 0s,KC1T0S215,,3:06:02,,
KC1,Tier 0s,KC1T0S215,,3:06:03,,
KC1,Tier 0s,KC1T0S215,,3:06:04,KC1B15,fc8/2
KC1,Tier 0s,KC1T0S215,,0:00:02,KC1R15,fc8/34
KC1,Tier 0s,KC1T0S215,,1:00:02,KC1B15,fc8/34
KC1,Tier 0s,KC1T0S215,,0:01:01,,
KC1,Tier 0s,KC1T0S215,,0:01:02,,
KC1,Tier 0s,KC1T0S215,,0:01:03,,
KC1,Tier 0s,KC1T0S215,,0:01:04,,
KC1,Tier 0s,KC1T0S215,,0:02:01,,
KC1,Tier 0s,KC1T0S215,,0:02:02,,
KC1,Tier 0s,KC1T0S215,,0:02:03,,
KC1,Tier 0s,KC1T0S215,,0:02:04,,
KC1,Tier 0s,KC1T0S215,,1:01:01,,
KC1,Tier 0s,KC1T0S215,,1:01:02,,
KC1,Tier 0s,KC1T0S215,,1:01:03,,
KC1,Tier 0s,KC1T0S215,,1:01:04,,
KC1,Tier 0s,KC1T0S215,,1:02:01,,
KC1,Tier 0s,KC1T0S215,,1:02:02,,
KC1,Tier 0s,KC1T0S215,,1:02:03,,
KC1,Tier 0s,KC1T0S215,,1:02:04,,
KC1,Tier 0s,KC1T0S215,,2:01:01,,
KC1,Tier 0s,KC1T0S215,,2:01:02,,
KC1,Tier 0s,KC1T0S215,,2:01:03,,
KC1,Tier 0s,KC1T0S215,,2:01:04,,
KC1,Tier 0s,KC1T0S215,,2:02:01,,
KC1,Tier 0s,KC1T0S215,,2:02:02,,
KC1,Tier 0s,KC1T0S215,,2:02:03,,
KC1,Tier 0s,KC1T0S215,,2:02:04,,
KC1,Tier 0s,KC1T0S215,,3:01:01,,
KC1,Tier 0s,KC1T0S215,,3:01:02,,
KC1,Tier 0s,KC1T0S215,,3:01:03,,
KC1,Tier 0s,KC1T0S215,,3:01:04,,
KC1,Tier 0s,KC1T0S215,,3:02:01,,
KC1,Tier 0s,KC1T0S215,,3:02:02,,
KC1,Tier 0s,KC1T0S215,,3:02:03,,
KC1,Tier 0s,KC1T0S215,,3:02:04,,
KC1,Tier 0s,KC1T0S216,,0:00:01,KC1R10,fc2/20
KC1,Tier 0s,KC1T0S216,,0:00:02,KC1R10,fc1/20
KC1,Tier 0s,KC1T0S216,,0:00:03,KC1R15,fc1/25
KC1,Tier 0s,KC1T0S216,,0:00:04,KC1R13,fc7/15
KC1,Tier 0s,KC1T0S216,,0:03:01,,
KC1,Tier 0s,KC1T0S216,,0:03:02,KC1R10,fc2/21
KC1,Tier 0s,KC1T0S216,,0:03:03,KC1R12,fc11/6
KC1,Tier 0s,KC1T0S216,,0:03:04,,
KC1,Tier 0s,KC1T0S216,,0:04:01,,
KC1,Tier 0s,KC1T0S216,,0:04:02,KC1R13,fc7/9
KC1,Tier 0s,KC1T0S216,,0:04:03,KC1R13,fc1/9
KC1,Tier 0s,KC1T0S216,,0:04:04,KC1R12,fc2/18
KC1,Tier 0s,KC1T0S216,,0:05:01,KC1R13,fc7/46
KC1,Tier 0s,KC1T0S216,,0:05:02,KC1R13,fc1/47
KC1,Tier 0s,KC1T0S216,,0:05:03,,
KC1,Tier 0s,KC1T0S216,,0:05:04,KC1R15,fc1/1
KC1,Tier 0s,KC1T0S216,,0:06:02,,
KC1,Tier 0s,KC1T0S216,,0:06:03,,
KC1,Tier 0s,KC1T0S216,,0:06:04,KC1R15,fc7/1
KC1,Tier 0s,KC1T0S216,,1:00:01,KC1R10,fc8/33
KC1,Tier 0s,KC1T0S216,,1:00:02,KC1R10,fc7/33
KC1,Tier 0s,KC1T0S216,,1:00:03,KC1R15,fc2/25
KC1,Tier 0s,KC1T0S216,,1:00:04,KC1R13,fc8/15
KC1,Tier 0s,KC1T0S216,,1:03:01,,
KC1,Tier 0s,KC1T0S216,,1:03:02,KC1R10,fc8/21
KC1,Tier 0s,KC1T0S216,,1:03:03,KC1R12,fc12/6
KC1,Tier 0s,KC1T0S216,,1:03:04,,
KC1,Tier 0s,KC1T0S216,,1:04:01,,
KC1,Tier 0s,KC1T0S216,,1:04:02,KC1R13,fc8/9
KC1,Tier 0s,KC1T0S216,,1:04:03,KC1R13,fc2/9
KC1,Tier 0s,KC1T0S216,,1:04:04,KC1R12,fc3/12
KC1,Tier 0s,KC1T0S216,,1:05:01,KC1R13,fc8/46
KC1,Tier 0s,KC1T0S216,,1:05:02,KC1R13,fc2/47
KC1,Tier 0s,KC1T0S216,,1:05:03,,
KC1,Tier 0s,KC1T0S216,,1:05:04,KC1R15,fc2/1
KC1,Tier 0s,KC1T0S216,,1:06:02,,
KC1,Tier 0s,KC1T0S216,,1:06:03,,
KC1,Tier 0s,KC1T0S216,,1:06:04,KC1R15,fc8/1
KC1,Tier 0s,KC1T0S216,,2:00:01,KC1B10,fc2/20
KC1,Tier 0s,KC1T0S216,,2:00:02,KC1B10,fc1/20
KC1,Tier 0s,KC1T0S216,,2:00:03,KC1B15,fc1/25
KC1,Tier 0s,KC1T0S216,,2:00:04,KC1B13,fc7/15
KC1,Tier 0s,KC1T0S216,,2:03:01,,
KC1,Tier 0s,KC1T0S216,,2:03:02,KC1B10,fc2/21
KC1,Tier 0s,KC1T0S216,,2:03:03,KC1B12,fc11/6
KC1,Tier 0s,KC1T0S216,,2:03:04,,
KC1,Tier 0s,KC1T0S216,,2:04:01,,
KC1,Tier 0s,KC1T0S216,,2:04:02,KC1B13,fc7/9
KC1,Tier 0s,KC1T0S216,,2:04:03,KC1B13,fc1/9
KC1,Tier 0s,KC1T0S216,,2:04:04,KC1B12,fc2/18
KC1,Tier 0s,KC1T0S216,,2:05:01,KC1B13,fc7/46
KC1,Tier 0s,KC1T0S216,,2:05:02,KC1B13,fc1/47
KC1,Tier 0s,KC1T0S216,,2:05:03,,
KC1,Tier 0s,KC1T0S216,,2:05:04,KC1B15,fc1/1
KC1,Tier 0s,KC1T0S216,,2:06:01,KC1R15,fc8/33
KC1,Tier 0s,KC1T0S216,,2:06:02,,
KC1,Tier 0s,KC1T0S216,,2:06:03,,
KC1,Tier 0s,KC1T0S216,,2:06:04,KC1B15,fc7/1
KC1,Tier 0s,KC1T0S216,,3:00:01,KC1B10,fc8/33
KC1,Tier 0s,KC1T0S216,,3:00:02,KC1B10,fc7/33
KC1,Tier 0s,KC1T0S216,,3:00:03,KC1B15,fc2/25
KC1,Tier 0s,KC1T0S216,,3:00:04,KC1B13,fc8/15
KC1,Tier 0s,KC1T0S216,,3:03:01,,
KC1,Tier 0s,KC1T0S216,,3:03:02,KC1B10,fc8/21
KC1,Tier 0s,KC1T0S216,,3:03:03,KC1B12,fc12/6
KC1,Tier 0s,KC1T0S216,,3:03:04,,
KC1,Tier 0s,KC1T0S216,,3:04:01,,
KC1,Tier 0s,KC1T0S216,,3:04:02,KC1B13,fc8/9
KC1,Tier 0s,KC1T0S216,,3:04:03,KC1B13,fc2/9
KC1,Tier 0s,KC1T0S216,,3:04:04,KC1B12,fc3/12
KC1,Tier 0s,KC1T0S216,,3:05:01,KC1B13,fc8/46
KC1,Tier 0s,KC1T0S216,,3:05:02,KC1B13,fc2/47
KC1,Tier 0s,KC1T0S216,,3:05:03,,
KC1,Tier 0s,KC1T0S216,,3:05:04,KC1B15,fc2/1
KC1,Tier 0s,KC1T0S216,,3:06:01,KC1B15,fc8/33
KC1,Tier 0s,KC1T0S216,,3:06:02,,
KC1,Tier 0s,KC1T0S216,,3:06:03,,
KC1,Tier 0s,KC1T0S216,,3:06:04,KC1B15,fc8/1
KC1,Tier 0s,KC1T0S216,,0:06:01,KC1R15,fc8/32
KC1,Tier 0s,KC1T0S216,,1:06:01,KC1B15,fc8/32
KC1,Tier 0s,KC1T0S216,,0:01:01,,
KC1,Tier 0s,KC1T0S216,,0:01:02,,
KC1,Tier 0s,KC1T0S216,,0:01:03,,
KC1,Tier 0s,KC1T0S216,,0:01:04,,
KC1,Tier 0s,KC1T0S216,,0:02:01,,
KC1,Tier 0s,KC1T0S216,,0:02:02,,
KC1,Tier 0s,KC1T0S216,,0:02:03,,
KC1,Tier 0s,KC1T0S216,,0:02:04,,
KC1,Tier 0s,KC1T0S216,,1:01:01,,
KC1,Tier 0s,KC1T0S216,,1:01:02,,
KC1,Tier 0s,KC1T0S216,,1:01:03,,
KC1,Tier 0s,KC1T0S216,,1:01:04,,
KC1,Tier 0s,KC1T0S216,,1:02:01,,
KC1,Tier 0s,KC1T0S216,,1:02:02,,
KC1,Tier 0s,KC1T0S216,,1:02:03,,
KC1,Tier 0s,KC1T0S216,,1:02:04,,
KC1,Tier 0s,KC1T0S216,,2:01:01,,
KC1,Tier 0s,KC1T0S216,,2:01:02,,
KC1,Tier 0s,KC1T0S216,,2:01:03,,
KC1,Tier 0s,KC1T0S216,,2:01:04,,
KC1,Tier 0s,KC1T0S216,,2:02:01,,
KC1,Tier 0s,KC1T0S216,,2:02:02,,
KC1,Tier 0s,KC1T0S216,,2:02:03,,
KC1,Tier 0s,KC1T0S216,,2:02:04,,
KC1,Tier 0s,KC1T0S216,,3:01:01,,
KC1,Tier 0s,KC1T0S216,,3:01:02,,
KC1,Tier 0s,KC1T0S216,,3:01:03,,
KC1,Tier 0s,KC1T0S216,,3:01:04,,
KC1,Tier 0s,KC1T0S216,,3:02:01,,
KC1,Tier 0s,KC1T0S216,,3:02:02,,
KC1,Tier 0s,KC1T0S216,,3:02:03,,
KC1,Tier 0s,KC1T0S216,,3:02:04,,
KC1,Tier 0g,KC1T0G234,,0:00:01,,
KC1,Tier 0g,KC1T0G234,,0:00:02,,
KC1,Tier 0g,KC1T0G234,,0:00:03,,
KC1,Tier 0g,KC1T0G234,,0:00:04,KC1R10,fc2/5
KC1,Tier 0g,KC1T0G234,,0:03:01,,
KC1,Tier 0g,KC1T0G234,,0:03:02,,
KC1,Tier 0g,KC1T0G234,,0:03:03,,
KC1,Tier 0g,KC1T0G234,,0:03:04,KC1R11,fc2/16
KC1,Tier 0g,KC1T0G234,,0:04:01,,
KC1,Tier 0g,KC1T0G234,,0:04:02,,
KC1,Tier 0g,KC1T0G234,,0:04:03,,
KC1,Tier 0g,KC1T0G234,,0:04:04,KC1R12,fc9/26
KC1,Tier 0g,KC1T0G234,,0:05:01,,
KC1,Tier 0g,KC1T0G234,,0:05:02,,
KC1,Tier 0g,KC1T0G234,,0:05:03,KC1R13,fc7/14
KC1,Tier 0g,KC1T0G234,,0:05:04,KC1R14,fc7/31
KC1,Tier 0g,KC1T0G234,,0:06:01,,
KC1,Tier 0g,KC1T0G234,,0:06:02,,
KC1,Tier 0g,KC1T0G234,,0:06:03,,
KC1,Tier 0g,KC1T0G234,,0:06:04,KC1R15,fc1/5
KC1,Tier 0g,KC1T0G234,,1:00:01,,
KC1,Tier 0g,KC1T0G234,,1:00:02,,
KC1,Tier 0g,KC1T0G234,,1:00:03,,
KC1,Tier 0g,KC1T0G234,,1:00:04,KC1R10,fc7/11
KC1,Tier 0g,KC1T0G234,,1:03:01,,
KC1,Tier 0g,KC1T0G234,,1:03:02,,
KC1,Tier 0g,KC1T0G234,,1:03:03,,
KC1,Tier 0g,KC1T0G234,,1:03:04,KC1R11,fc7/16
KC1,Tier 0g,KC1T0G234,,1:04:01,,
KC1,Tier 0g,KC1T0G234,,1:04:02,,
KC1,Tier 0g,KC1T0G234,,1:04:03,,
KC1,Tier 0g,KC1T0G234,,1:04:04,KC1R12,fc10/27
KC1,Tier 0g,KC1T0G234,,1:05:01,,
KC1,Tier 0g,KC1T0G234,,1:05:02,,
KC1,Tier 0g,KC1T0G234,,1:05:03,KC1R13,fc8/14
KC1,Tier 0g,KC1T0G234,,1:05:04,KC1R14,fc8/31
KC1,Tier 0g,KC1T0G234,,1:06:01,,
KC1,Tier 0g,KC1T0G234,,1:06:02,,
KC1,Tier 0g,KC1T0G234,,1:06:03,,
KC1,Tier 0g,KC1T0G234,,1:06:04,KC1R15,fc2/5
KC1,Tier 0g,KC1T0G234,,2:00:01,,
KC1,Tier 0g,KC1T0G234,,2:00:02,,
KC1,Tier 0g,KC1T0G234,,2:00:03,,
KC1,Tier 0g,KC1T0G234,,2:00:04,KC1B10,fc2/5
KC1,Tier 0g,KC1T0G234,,2:03:01,,
KC1,Tier 0g,KC1T0G234,,2:03:02,,
KC1,Tier 0g,KC1T0G234,,2:03:03,,
KC1,Tier 0g,KC1T0G234,,2:03:04,KC1B11,fc2/16
KC1,Tier 0g,KC1T0G234,,2:04:01,,
KC1,Tier 0g,KC1T0G234,,2:04:02,,
KC1,Tier 0g,KC1T0G234,,2:04:03,,
KC1,Tier 0g,KC1T0G234,,2:04:04,KC1B12,fc9/26
KC1,Tier 0g,KC1T0G234,,2:05:01,,
KC1,Tier 0g,KC1T0G234,,2:05:02,,
KC1,Tier 0g,KC1T0G234,,2:05:03,KC1B13,fc7/14
KC1,Tier 0g,KC1T0G234,,2:05:04,KC1B14,fc7/31
KC1,Tier 0g,KC1T0G234,,2:06:01,,
KC1,Tier 0g,KC1T0G234,,2:06:02,,
KC1,Tier 0g,KC1T0G234,,2:06:03,,
KC1,Tier 0g,KC1T0G234,,2:06:04,KC1B15,fc1/5
KC1,Tier 0g,KC1T0G234,,3:00:01,,
KC1,Tier 0g,KC1T0G234,,3:00:02,,
KC1,Tier 0g,KC1T0G234,,3:00:03,,
KC1,Tier 0g,KC1T0G234,,3:00:04,KC1B10,fc7/11
KC1,Tier 0g,KC1T0G234,,3:03:01,,
KC1,Tier 0g,KC1T0G234,,3:03:02,,
KC1,Tier 0g,KC1T0G234,,3:03:03,,
KC1,Tier 0g,KC1T0G234,,3:03:04,KC1B11,fc7/16
KC1,Tier 0g,KC1T0G234,,3:04:01,,
KC1,Tier 0g,KC1T0G234,,3:04:02,,
KC1,Tier 0g,KC1T0G234,,3:04:03,,
KC1,Tier 0g,KC1T0G234,,3:04:04,KC1B12,fc10/27
KC1,Tier 0g,KC1T0G234,,3:05:01,,
KC1,Tier 0g,KC1T0G234,,3:05:02,,
KC1,Tier 0g,KC1T0G234,,3:05:03,KC1B13,fc8/14
KC1,Tier 0g,KC1T0G234,,3:05:04,KC1B14,fc8/31
KC1,Tier 0g,KC1T0G234,,3:06:01,,
KC1,Tier 0g,KC1T0G234,,3:06:02,,
KC1,Tier 0g,KC1T0G234,,3:06:03,,
KC1,Tier 0g,KC1T0G234,,3:06:04,KC1B15,fc2/5
KC1,Tier 0g,KC1T0G234,,0:01:01,,
KC1,Tier 0g,KC1T0G234,,0:01:02,,
KC1,Tier 0g,KC1T0G234,,0:01:03,,
KC1,Tier 0g,KC1T0G234,,0:01:04,,
KC1,Tier 0g,KC1T0G234,,0:02:01,,
KC1,Tier 0g,KC1T0G234,,0:02:02,,
KC1,Tier 0g,KC1T0G234,,0:02:03,,
KC1,Tier 0g,KC1T0G234,,0:02:04,,
KC1,Tier 0g,KC1T0G234,,1:01:01,,
KC1,Tier 0g,KC1T0G234,,1:01:02,,
KC1,Tier 0g,KC1T0G234,,1:01:03,,
KC1,Tier 0g,KC1T0G234,,1:01:04,,
KC1,Tier 0g,KC1T0G234,,1:02:01,,
KC1,Tier 0g,KC1T0G234,,1:02:02,,
KC1,Tier 0g,KC1T0G234,,1:02:03,,
KC1,Tier 0g,KC1T0G234,,1:02:04,,
KC1,Tier 0g,KC1T0G234,,2:01:01,,
KC1,Tier 0g,KC1T0G234,,2:01:02,,
KC1,Tier 0g,KC1T0G234,,2:01:03,,
KC1,Tier 0g,KC1T0G234,,2:01:04,,
KC1,Tier 0g,KC1T0G234,,2:02:01,,
KC1,Tier 0g,KC1T0G234,,2:02:02,,
KC1,Tier 0g,KC1T0G234,,2:02:03,,
KC1,Tier 0g,KC1T0G234,,2:02:04,,
KC1,Tier 0g,KC1T0G234,,3:01:01,,
KC1,Tier 0g,KC1T0G234,,3:01:02,,
KC1,Tier 0g,KC1T0G234,,3:01:03,,
KC1,Tier 0g,KC1T0G234,,3:01:04,,
KC1,Tier 0g,KC1T0G234,,3:02:01,,
KC1,Tier 0g,KC1T0G234,,3:02:02,,
KC1,Tier 0g,KC1T0G234,,3:02:03,,
KC1,Tier 0g,KC1T0G234,,3:02:04,,
KC1,Tier 0g,KC1T0G240,,0:00:01,,
KC1,Tier 0g,KC1T0G240,,0:00:02,KC1R15,fc7/10
KC1,Tier 0g,KC1T0G240,,0:00:03,,
KC1,Tier 0g,KC1T0G240,,0:00:04,KC1R15,fc1/13
KC1,Tier 0g,KC1T0G240,,0:03:01,,
KC1,Tier 0g,KC1T0G240,,0:03:02,,
KC1,Tier 0g,KC1T0G240,,0:03:03,KC1R10,fc1/22
KC1,Tier 0g,KC1T0G240,,0:03:04,KC1R15,fc7/13
KC1,Tier 0g,KC1T0G240,,0:04:01,,
KC1,Tier 0g,KC1T0G240,,0:04:02,,
KC1,Tier 0g,KC1T0G240,,0:04:03,,
KC1,Tier 0g,KC1T0G240,,0:04:04,KC1R14,fc7/33
KC1,Tier 0g,KC1T0G240,,0:05:01,,
KC1,Tier 0g,KC1T0G240,,0:05:02,,
KC1,Tier 0g,KC1T0G240,,0:05:03,,
KC1,Tier 0g,KC1T0G240,,0:05:04,KC1R11,fc1/23
KC1,Tier 0g,KC1T0G240,,0:06:01,,
KC1,Tier 0g,KC1T0G240,,0:06:02,,
KC1,Tier 0g,KC1T0G240,,0:06:03,,
KC1,Tier 0g,KC1T0G240,,0:06:04,KC1R12,fc3/0
KC1,Tier 0g,KC1T0G240,,1:00:01,,
KC1,Tier 0g,KC1T0G240,,1:00:02,KC1B15,fc7/10
KC1,Tier 0g,KC1T0G240,,1:00:03,,
KC1,Tier 0g,KC1T0G240,,1:00:04,KC1R15,fc2/13
KC1,Tier 0g,KC1T0G240,,1:03:01,,
KC1,Tier 0g,KC1T0G240,,1:03:02,,
