Time,In Bit Rate,Out Bit Rate
9.May 11:40,5477193.49,5466932.69
9.May 11:45,1515316.4,1503926.45
9.May 11:50,907387.71,896829.76
9.May 11:55,1346996.69,1335209.36
9.May 12:00,1020467.15,1008860.51
9.May 12:05,1926341.57,1911564.43
9.May 12:10,5633161.55,5612327.44
9.May 12:15,10214356.19,10185852.11
9.May 12:20,3322864.75,3308280.67
9.May 12:25,1811653.33,1801133.49
9.May 12:30,1055837.47,1044288.21
9.May 12:35,1108647.92,1095414.16
9.May 12:40,1269835.17,1260305.41
9.May 12:45,854144.75,845309.57
9.May 12:50,895492.37,885650.96
9.May 12:55,1508598.61,1498821.55
9.May 13:00,1060450.21,1052005.39
9.May 13:05,1108435.63,1098130.51
9.May 13:10,963584.19,953977.17
9.May 13:15,975051.57,964238
9.May 13:20,979016.96,968085.63
9.May 13:25,1166563.25,1154584.51
9.May 13:30,1018335.6,1008342.27
9.May 13:35,940753.23,931283.07
9.May 13:40,1244159.65,1235802.16
9.May 13:45,833209.09,824682.88
9.May 13:50,1543794.56,1533802.59
9.May 13:55,1110565.87,1100296.48
9.May 14:00,954095.07,944776.61
9.May 14:05,1076032.77,1065371.49
9.May 14:10,1449519.47,1439295.28
9.May 14:15,934451.49,923825.31
9.May 14:20,1281713.31,1271327.79
9.May 14:25,1423517.28,1413318.03
9.May 14:30,1544812.83,1533618.32
9.May 14:35,1133474.35,1124413.57
9.May 14:40,1311864.21,1302335.65
9.May 14:45,999419.31,990862.03
9.May 14:50,1005394.19,995211.52
9.May 14:55,1008838.56,999320.13
9.May 15:00,1071583.01,1062513.68
9.May 15:05,1408926.99,1397349.04
9.May 15:10,7415000.21,7402183.17
9.May 15:15,9083189.28,9071315.41
9.May 15:20,1321152.67,1307197.01
9.May 15:25,1486992.19,1474279.23
9.May 15:30,1037483.31,1026429.09
9.May 15:35,926029.15,914705.2
9.May 15:40,1075765.95,1065200.05
9.May 15:45,942534.21,932141.65
9.May 15:50,1227057.04,1216438.61
9.May 15:55,1159475.57,1149165.97
9.May 16:00,913306.61,902971.36
9.May 16:05,1100491.6,1087907.49
9.May 16:10,1639673.95,1626952.27
9.May 16:15,937129.01,926818.77
9.May 16:20,2688415.73,2679340.77
9.May 16:25,1278424.24,1268979.49
9.May 16:30,839174.85,829346.48
9.May 16:35,856260.24,845004.61
9.May 16:40,826449.73,815820.93
9.May 16:45,800920.4,791180.77
9.May 16:50,825241.04,813920.32
9.May 16:55,1059270.24,1050989.07
9.May 17:00,811197.97,795099.23
9.May 17:05,2558069.95,2544121.92
9.May 17:10,731124.99,722685.47
9.May 17:15,759018.48,750409.97
9.May 17:20,755247.17,746537.71
9.May 17:25,792553.39,784242.72
9.May 17:30,849636.03,840957.57
9.May 17:35,706517.39,698657.87
9.May 17:40,1819938.72,1812152.88
9.May 17:45,1518704.75,1510870.61
9.May 17:50,748168.83,740181.79
9.May 17:55,736606.77,728051.81
9.May 18:00,708166.11,700470
9.May 18:05,839219.73,830115.09
9.May 18:10,761666.83,753603.6
9.May 18:15,789276.56,781132.75
9.May 18:20,823532.11,814639.15
9.May 18:25,818923.01,810048.96
9.May 18:30,702046.61,694475.57
9.May 18:35,1083531.79,1075443.76
9.May 18:40,1471778.51,1464168.56
9.May 18:45,729357.01,721404.8
9.May 18:50,751269.41,1123149.36
9.May 18:55,716186.13,708864.24
9.May 19:00,765296,755877.44
9.May 19:05,923166.05,912854.27
9.May 19:10,716775.57,708771.01
9.May 19:15,676441.84,668151.87
9.May 19:20,754413.57,746069.36
9.May 19:25,1086255.52,1077838.48
9.May 19:30,891908.93,881987.73
9.May 19:35,931272.69,921836.72
9.May 19:40,711062.35,702998.35
9.May 19:45,787118.48,777616.37
9.May 19:50,763719.81,754956.75
9.May 19:55,910206.85,902093.97
9.May 20:00,857460.93,848683.84
9.May 20:05,883795.68,874516.61
9.May 20:10,835878.69,827290.37
9.May 20:15,781736.91,773219.15
9.May 20:20,789506.61,777632.32
9.May 20:25,835157.81,824866.96
9.May 20:30,754725.92,746387.57
9.May 20:35,765498.59,756133.87
9.May 20:40,1050250.56,1040936.85
9.May 20:45,744158.32,734604.32
9.May 20:50,799466.91,789881.65
9.May 20:55,939369.52,929529.2
9.May 21:00,881504.72,871248.72
9.May 21:05,857514.67,848347.63
9.May 21:10,2676614.77,2665585.57
9.May 21:15,791559.2,782469.2
9.May 21:20,900793.09,889876.69
9.May 21:25,823104,812932.67
9.May 21:30,2561881.23,2552847.39
9.May 21:35,757711.41,748465.63
9.May 21:40,771973.01,762353.07
9.May 21:45,837485.68,828336.03
9.May 21:50,846780.4,836222.88
9.May 21:55,866229.15,857102.83
9.May 22:00,763104.37,755080.8
9.May 22:05,908841.09,896900.43
9.May 22:10,807143.73,798996.99
9.May 22:15,788647.89,779725.17
9.May 22:20,862478.8,852485.81
9.May 22:25,966357.04,957553.97
9.May 22:30,714647.65,706835.65
9.May 22:35,782001.68,773748.24
9.May 22:40,859899.07,851816.88
9.May 22:45,2623439.84,2615446.21
9.May 22:50,857530.8,848457.04
9.May 22:55,979917.76,970949.63
9.May 23:00,790758.45,781749.12
9.May 23:05,936234.21,923837.95
9.May 23:10,704303.52,695952.99
9.May 23:15,781344.77,773011.79
9.May 23:20,753176.27,744463.44
9.May 23:25,707430.48,699387.55
9.May 23:30,693395.57,685277.01
9.May 23:35,773948.61,764846.85
9.May 23:40,853496.8,845313.33
9.May 23:45,762853.17,753850.13
9.May 23:50,804693.57,794063.97
9.May 23:55,961534.91,951585.31
10.May 00:00,695425.95,687240.77
10.May 00:05,855279.55,842728.91
10.May 00:10,846464.43,838755.6
10.May 00:15,717464.24,709236.67
10.May 00:20,786418.77,777067.89
10.May 00:25,704863.55,695266.99
10.May 00:30,652287.89,643641.76
10.May 00:35,808019.23,799228.05
10.May 00:40,1002046.96,992220.03
10.May 00:45,803012.19,793179.57
10.May 00:50,787563.39,777836.29
10.May 00:55,860162.03,850810.27
10.May 01:00,744135.04,735449.87
10.May 01:05,749409.44,741310.51
10.May 01:10,718939.65,711140.08
10.May 01:15,628116.35,620796.69
10.May 01:20,790058.59,781629.76
10.May 01:25,764313.41,755189.79
10.May 01:30,702535.39,694921.73
10.May 01:35,720030.45,711778.16
10.May 01:40,740979.89,733426.13
10.May 01:45,741216.8,732483.39
10.May 01:50,705397.49,697290.75
10.May 01:55,711743.47,703654.96
10.May 02:00,632951.71,626253.95
10.May 02:05,849442.59,840348.05
10.May 02:10,883970.64,874502.4
10.May 02:15,810502.13,802509.41
10.May 02:20,791354.24,783500.21
10.May 02:25,821478.88,812907.92
10.May 02:30,661035.68,654101.97
10.May 02:35,656527.76,649364.19
10.May 02:40,666289.12,659164.27
10.May 02:45,645364.13,638291.44
10.May 02:50,749410.88,741368.4
10.May 02:55,1000520.61,990865.31
10.May 03:00,676629.89,669849.89
10.May 03:05,725532.35,718045.31
10.May 03:10,701274.24,693356.91
10.May 03:15,678993.2,671963.33
10.May 03:20,673966.16,666836
10.May 03:25,838530.43,831903.95
10.May 03:30,616493.41,608864.29
10.May 03:35,687058.19,679822.67
10.May 03:40,860121.81,852454.56
10.May 03:45,634920.11,627668.11
10.May 03:50,740848.11,733139.68
10.May 03:55,2564741.49,2557360.08
10.May 04:00,654311.6,645369.33
10.May 04:05,753047.33,745091.63
10.May 04:10,786942.88,779541.28
10.May 04:15,822830.21,814789.71
10.May 04:20,690561.12,683253.09
10.May 04:25,853789.6,844603.04
10.May 04:30,700536.24,691866.61
10.May 04:35,691273.39,684023.73
10.May 04:40,810133.79,801191.65
10.May 04:45,755830.45,746770.13
10.May 04:50,712933.52,704837.41
10.May 04:55,980213.97,971469.36
10.May 05:00,698743.07,689676.13
10.May 05:05,879414.05,871037.68
10.May 05:10,1365147.09,1356782.88
10.May 05:15,756294.29,748555.28
10.May 05:20,838666.21,829339.63
10.May 05:25,1084093.87,1074885.04
10.May 05:30,757066.05,748404.45
10.May 05:35,726342.85,717738.05
10.May 05:40,671489.76,664298.19
10.May 05:45,749777.97,741723.92
10.May 05:50,792199.12,783410.72
10.May 05:55,1234557.71,1227305.57
10.May 06:00,668682.53,661290.96
10.May 06:05,760951.41,752216.93
10.May 06:10,746861.44,738634.88
10.May 06:15,757690.99,750087.2
10.May 06:20,819670.53,811905.09
10.May 06:25,1080345.41,1070983.57
10.May 06:30,871422.43,862331.07
10.May 06:35,1154033.44,1145328.72
10.May 06:40,1551125.49,1543377.65
10.May 06:45,784956.64,776073.92
10.May 06:50,1400033.65,1390929.63
10.May 06:55,1686481.92,2054771.89
10.May 07:00,821834.85,816142.91
10.May 07:05,1006152.69,996318.83
10.May 07:10,916613.49,907282.27
10.May 07:15,913200.75,904791.2
10.May 07:20,860796.61,851899.39
10.May 07:25,760085.44,751777.31
10.May 07:30,760610.83,752300.72
10.May 07:35,778198.88,769219.15
10.May 07:40,3405401.49,3396317.12
10.May 07:45,818112.35,808988.05
10.May 07:50,906469.36,896254.99
10.May 07:55,992227.12,981270.69
10.May 08:00,928831.01,919601.07
10.May 08:05,927403.84,917192.24
10.May 08:10,1817120.99,1805903.33
10.May 08:15,966682.69,956877.6
10.May 08:20,932098.08,922894.48
10.May 08:25,1054540.85,1044623.2
10.May 08:30,1039403.79,1026994.21
10.May 08:35,1220000.91,1206985.71
10.May 08:40,1053192.05,1041892.77
10.May 08:45,1187117.44,1172607.49
10.May 08:50,1104969.52,1092541.15
10.May 08:55,1865278.11,1852568.67
10.May 09:00,1467841.17,1455555.76
10.May 09:05,3385619.25,3372868.21
10.May 09:10,10557026.11,10543260.96
10.May 09:15,4820186.93,4807672.77
10.May 09:20,5004558.11,4990582.29
10.May 09:25,7767267.12,7755317.65
10.May 09:30,2555610.08,2541985.36
10.May 09:35,1307413.49,1295309.36
10.May 09:40,1686314.4,1674703.36
10.May 09:45,1412853.87,1400242.61
10.May 09:50,1124888.32,1110779.49
10.May 09:55,1706926,1694307.04
10.May 10:00,1251941.31,1239449.33
10.May 10:05,1129648.45,1117661.47
10.May 10:10,1196907.49,1184209.23
10.May 10:15,5423740.03,5403497.87
10.May 10:20,3598715.71,3587286.51
10.May 10:25,2378429.07,2368728.67
10.May 10:30,2883429.97,2874183.79
10.May 10:35,1169579.73,1158988.4
10.May 10:40,2412976.11,2396426.72
10.May 10:45,1163433.89,1152806.21
10.May 10:50,1428299.44,1416062.19
10.May 10:55,1613940.99,1603759.89
10.May 11:00,961826.08,950639.15
10.May 11:05,1400717.2,1386782.56
10.May 11:10,1683807.47,1666301.09
10.May 11:15,1626830.11,1615644.19
10.May 11:20,1257832.83,1246016.4
10.May 11:25,1717995.01,1705211.71
10.May 11:30,1282596.91,1271620.32
10.May 11:35,1062973.76,1049137.84
10.May 11:40,1226285.68,1213773.01
10.May 11:45,1047830.27,1036460.35
10.May 11:50,1365649.31,1353765.63
10.May 11:55,1309125.31,1298981.6
10.May 12:00,924351.73,915066.8
10.May 12:05,1357217.76,1344644.85
10.May 12:10,1597706.13,1586700.13
10.May 12:15,1103725.2,1092292.61
10.May 12:20,1108181.39,1096034.51
10.May 12:25,991053.41,979486.29
10.May 12:30,1006397.15,996383.87
10.May 12:35,1065870.27,1056146.43
10.May 12:40,1411252.19,1400706.27
10.May 12:45,1094981.52,1083054.27
10.May 12:50,2948541.09,2936774.56
10.May 12:55,1218560.27,1205551.87
10.May 13:00,1429113.55,1414138.24
10.May 13:05,1450407.71,1436323.71
10.May 13:10,1200105.52,1187478
10.May 13:15,1250820.83,1236620.43
10.May 13:20,1358174.24,1342933.47
10.May 13:25,1323716.11,1307368.16
10.May 13:30,1417355.52,1403200.59
10.May 13:35,1172657.71,1159467.87
10.May 13:40,1763382.99,1751437.31
10.May 13:45,1375368.27,1362645.81
10.May 13:50,1112835.95,1100033.09
10.May 13:55,1574193.89,1559868.03
10.May 14:00,1285377.33,1271554.4
10.May 14:05,1315323.92,1301213.2
10.May 14:10,1239521.23,1225076.8
10.May 14:15,956107.12,945358.64
10.May 14:20,974103.92,962819.81
10.May 14:25,1017856.03,1006606.64
10.May 14:30,1033737.6,1021371.07
10.May 14:35,1123543.31,1110470.8
10.May 14:40,1495393.52,1483076.8
10.May 14:45,950402.51,938784.93
10.May 14:50,1050320.8,1036519.89
10.May 14:55,1144988.24,1131784.88
10.May 15:00,1315200.13,1301718.51
10.May 15:05,1222810.08,1207181.63
10.May 15:10,941770.85,927846.56
10.May 15:15,1926069.12,1911413.6
10.May 15:20,2531879.17,2516434.32
10.May 15:25,3723514.69,3709710.37
10.May 15:30,1283786.96,1272576.69
10.May 15:35,938014.93,925151.97
10.May 15:40,1343457.57,1330781.97
10.May 15:45,1060016.05,1047390.53
10.May 15:50,964191.01,953232.37
10.May 15:55,1294948.08,1280877.47
10.May 16:00,960130.64,948325.23
10.May 16:05,989616,976112.85
10.May 16:10,1067735.97,1050469.55
10.May 16:15,1014259.79,1001994.88
10.May 16:20,969654.59,957101.55
10.May 16:25,2319822.05,2308057.87
10.May 16:30,3702967.55,3691806.16
10.May 16:35,893663.92,881394.85
10.May 16:40,2383636.91,2369278.51
10.May 16:45,993715.04,982066.4
10.May 16:50,922801.28,911627.36
10.May 16:55,921221.49,910344.99
10.May 17:00,834329.84,819740.19
10.May 17:05,1054593.36,1035637.07
10.May 17:10,945688.99,934498.03
10.May 17:15,864303.84,854627.28
10.May 17:20,924239.07,914598.67
10.May 17:25,1063358.27,1053197.6
10.May 17:30,906127.2,895860.45
10.May 17:35,932402.93,921201.95
10.May 17:40,843623.6,835501.6
10.May 17:45,844522.99,835028
10.May 17:50,868378.27,858094.48
10.May 17:55,1185868.96,1176934.21
10.May 18:00,822866.53,813766.83
10.May 18:05,1274887.81,1263708.27
10.May 18:10,891363.84,881528.21
10.May 18:15,767470.93,755261.28
10.May 18:20,857938.21,848126.4
10.May 18:25,912650.08,903300.48
10.May 18:30,923115.68,913104.32
10.May 18:35,849053.6,839055.17
10.May 18:40,1305734.61,1296849.65
10.May 18:45,827090.67,816368.91
10.May 18:50,963016.03,952155.15
10.May 18:55,1365001.09,1355475.92
10.May 19:00,784096.85,775388.11
10.May 19:05,921889.04,912178.32
10.May 19:10,1026685.17,1017302.85
10.May 19:15,783988.72,775813.25
10.May 19:20,793757.33,785520.69
10.May 19:25,2031251.65,2021659.36
10.May 19:30,1735853.2,1726219.6
10.May 19:35,822530.53,813700.91
10.May 19:40,793663.63,785627.81
10.May 19:45,729181.44,720411.71
10.May 19:50,816618.4,807767.09
10.May 19:55,899535.15,1266860.83
10.May 20:00,766009.57,760597.41
10.May 20:05,863244.48,854336.03
10.May 20:10,2310740.19,2301725.31
10.May 20:15,1111607.23,1101911.25
10.May 20:20,782679.44,773381.44
10.May 20:25,679446.77,671753.33
10.May 20:30,800797.81,791413.15
10.May 20:35,792677.52,783793.25
10.May 20:40,818930.69,807874.75
10.May 20:45,738725.04,730869.23
10.May 20:50,758989.6,750098.51
10.May 20:55,853739.12,845300.37
10.May 21:00,758614.72,750714.05
10.May 21:05,833778.27,824964.96
10.May 21:10,721237.15,712589.57
10.May 21:15,718791.12,710412.96
10.May 21:20,690539.44,681790.29
10.May 21:25,905673.73,897265.07
10.May 21:30,738442.45,730692.4
10.May 21:35,722943.47,715012.32
10.May 21:40,920287.65,912613.41
10.May 21:45,691894.72,683291.04
10.May 21:50,748034.75,739745.41
10.May 21:55,713114.56,703853.39
10.May 22:00,759621.2,752117.2
10.May 22:05,1271984.72,1263185.2
10.May 22:10,2543111.12,2534034.85
10.May 22:15,834165.36,824789.23
10.May 22:20,852869.15,843266.13
10.May 22:25,2440567.79,2430873.57
10.May 22:30,747175.36,738681.09
10.May 22:35,757250.85,748373.49
10.May 22:40,862364.67,854295.12
10.May 22:45,741907.23,733363.12
10.May 22:50,849279.17,841208.75
10.May 22:55,771520.21,763564.88
10.May 23:00,711876.32,704413.95
10.May 23:05,903239.95,892759.04
10.May 23:10,775154.91,766331.39
10.May 23:15,2728546,2719555.65
10.May 23:20,885262.91,876074.48
10.May 23:25,783151.33,774245.2
10.May 23:30,672199.79,664435.49
10.May 23:35,742790.45,734301.97
10.May 23:40,2276986.53,2269053.39
10.May 23:45,999770.91,990258.37
10.May 23:50,817286.93,806835.09
10.May 23:55,819866.27,811402.59
11.May 00:00,697527.84,689823.6
